Widget [sequenceId=1, transactionId=1431, description=1431 description, category=B, price=73.0]
Widget [sequenceId=368, transactionId=5569, description=5569 description, category=D, price=52.0]
Widget [sequenceId=369, transactionId=6977, description=6977 description, category=C, price=31.0]
Widget [sequenceId=370, transactionId=4404, description=4404 description, category=A, price=33.0]
Widget [sequenceId=371, transactionId=3293, description=3293 description, category=B, price=61.0]
Widget [sequenceId=372, transactionId=2811, description=2811 description, category=A, price=31.0]
Widget [sequenceId=373, transactionId=8436, description=8436 description, category=B, price=67.0]
Widget [sequenceId=374, transactionId=4219, description=4219 description, category=C, price=33.0]
Widget [sequenceId=375, transactionId=9277, description=9277 description, category=A, price=97.0]
Widget [sequenceId=376, transactionId=4029, description=4029 description, category=A, price=94.0]
Widget [sequenceId=377, transactionId=1949, description=1949 description, category=A, price=92.0]
Widget [sequenceId=378, transactionId=4934, description=4934 description, category=D, price=64.0]
Widget [sequenceId=379, transactionId=6594, description=6594 description, category=D, price=71.0]
Widget [sequenceId=380, transactionId=4589, description=4589 description, category=C, price=68.0]
Widget [sequenceId=381, transactionId=7586, description=7586 description, category=B, price=89.0]
Widget [sequenceId=382, transactionId=9468, description=9468 description, category=B, price=64.0]
Widget [sequenceId=383, transactionId=1631, description=1631 description, category=D, price=87.0]
Widget [sequenceId=384, transactionId=1935, description=1935 description, category=D, price=69.0]
Widget [sequenceId=385, transactionId=5794, description=5794 description, category=C, price=82.0]
Widget [sequenceId=386, transactionId=2417, description=2417 description, category=C, price=44.0]
Widget [sequenceId=387, transactionId=6138, description=6138 description, category=A, price=86.0]
Widget [sequenceId=388, transactionId=5080, description=5080 description, category=C, price=38.0]
Widget [sequenceId=389, transactionId=5146, description=5146 description, category=C, price=51.0]
Widget [sequenceId=390, transactionId=1889, description=1889 description, category=C, price=72.0]
Widget [sequenceId=391, transactionId=1050, description=1050 description, category=B, price=96.0]
Widget [sequenceId=392, transactionId=2619, description=2619 description, category=C, price=40.0]
Widget [sequenceId=393, transactionId=6657, description=6657 description, category=A, price=94.0]
Widget [sequenceId=394, transactionId=4128, description=4128 description, category=D, price=92.0]
Widget [sequenceId=395, transactionId=7189, description=7189 description, category=C, price=48.0]
Widget [sequenceId=396, transactionId=9003, description=9003 description, category=B, price=68.0]
Widget [sequenceId=397, transactionId=5884, description=5884 description, category=D, price=67.0]
Widget [sequenceId=398, transactionId=2466, description=2466 description, category=D, price=54.0]
Widget [sequenceId=399, transactionId=4766, description=4766 description, category=B, price=37.0]
Widget [sequenceId=400, transactionId=1794, description=1794 description, category=C, price=39.0]
Widget [sequenceId=401, transactionId=4464, description=4464 description, category=A, price=30.0]
Widget [sequenceId=402, transactionId=7475, description=7475 description, category=A, price=45.0]
Widget [sequenceId=403, transactionId=8934, description=8934 description, category=D, price=100.0]
Widget [sequenceId=404, transactionId=5357, description=5357 description, category=C, price=66.0]
Widget [sequenceId=405, transactionId=8409, description=8409 description, category=C, price=35.0]
Widget [sequenceId=406, transactionId=4306, description=4306 description, category=C, price=58.0]
Widget [sequenceId=407, transactionId=9679, description=9679 description, category=D, price=83.0]
Widget [sequenceId=408, transactionId=5828, description=5828 description, category=A, price=32.0]
Widget [sequenceId=409, transactionId=4194, description=4194 description, category=D, price=94.0]
Widget [sequenceId=410, transactionId=8432, description=8432 description, category=D, price=60.0]
Widget [sequenceId=411, transactionId=8291, description=8291 description, category=C, price=50.0]
Widget [sequenceId=412, transactionId=8091, description=8091 description, category=B, price=42.0]
Widget [sequenceId=413, transactionId=6708, description=6708 description, category=B, price=57.0]
Widget [sequenceId=414, transactionId=6709, description=6709 description, category=A, price=96.0]
Widget [sequenceId=415, transactionId=5003, description=5003 description, category=C, price=33.0]
Widget [sequenceId=416, transactionId=6732, description=6732 description, category=C, price=90.0]
Widget [sequenceId=417, transactionId=6791, description=6791 description, category=B, price=39.0]
Widget [sequenceId=418, transactionId=3258, description=3258 description, category=C, price=93.0]
Widget [sequenceId=419, transactionId=4196, description=4196 description, category=C, price=42.0]
Widget [sequenceId=420, transactionId=2123, description=2123 description, category=A, price=91.0]
Widget [sequenceId=421, transactionId=3756, description=3756 description, category=A, price=34.0]
Widget [sequenceId=422, transactionId=7176, description=7176 description, category=D, price=72.0]
Widget [sequenceId=423, transactionId=8665, description=8665 description, category=C, price=58.0]
Widget [sequenceId=424, transactionId=3752, description=3752 description, category=B, price=58.0]
Widget [sequenceId=425, transactionId=3679, description=3679 description, category=C, price=79.0]
Widget [sequenceId=426, transactionId=7995, description=7995 description, category=B, price=78.0]
Widget [sequenceId=427, transactionId=1315, description=1315 description, category=A, price=54.0]
Widget [sequenceId=428, transactionId=2837, description=2837 description, category=B, price=53.0]
Widget [sequenceId=429, transactionId=1463, description=1463 description, category=B, price=57.0]
Widget [sequenceId=430, transactionId=7745, description=7745 description, category=B, price=73.0]
Widget [sequenceId=431, transactionId=1692, description=1692 description, category=C, price=96.0]
Widget [sequenceId=432, transactionId=5719, description=5719 description, category=B, price=90.0]
Widget [sequenceId=433, transactionId=6208, description=6208 description, category=B, price=68.0]
Widget [sequenceId=434, transactionId=8852, description=8852 description, category=D, price=72.0]
Widget [sequenceId=435, transactionId=1938, description=1938 description, category=D, price=75.0]
Widget [sequenceId=436, transactionId=7059, description=7059 description, category=D, price=86.0]
Widget [sequenceId=437, transactionId=5977, description=5977 description, category=B, price=80.0]
Widget [sequenceId=438, transactionId=3241, description=3241 description, category=B, price=100.0]
Widget [sequenceId=439, transactionId=4042, description=4042 description, category=D, price=83.0]
Widget [sequenceId=440, transactionId=6425, description=6425 description, category=A, price=98.0]
Widget [sequenceId=441, transactionId=4238, description=4238 description, category=B, price=49.0]
Widget [sequenceId=442, transactionId=7978, description=7978 description, category=B, price=96.0]
Widget [sequenceId=443, transactionId=7362, description=7362 description, category=B, price=94.0]
Widget [sequenceId=444, transactionId=9393, description=9393 description, category=B, price=42.0]
Widget [sequenceId=445, transactionId=2932, description=2932 description, category=D, price=33.0]
Widget [sequenceId=446, transactionId=7985, description=7985 description, category=B, price=50.0]
Widget [sequenceId=447, transactionId=8671, description=8671 description, category=B, price=74.0]
Widget [sequenceId=448, transactionId=6838, description=6838 description, category=C, price=51.0]
Widget [sequenceId=449, transactionId=1907, description=1907 description, category=A, price=25.0]
Widget [sequenceId=450, transactionId=7237, description=7237 description, category=C, price=61.0]
Widget [sequenceId=451, transactionId=9665, description=9665 description, category=B, price=97.0]
Widget [sequenceId=452, transactionId=9211, description=9211 description, category=C, price=91.0]
Widget [sequenceId=453, transactionId=1553, description=1553 description, category=D, price=96.0]
Widget [sequenceId=454, transactionId=1879, description=1879 description, category=C, price=43.0]
Widget [sequenceId=455, transactionId=7527, description=7527 description, category=C, price=26.0]
Widget [sequenceId=456, transactionId=2244, description=2244 description, category=D, price=59.0]
Widget [sequenceId=457, transactionId=7476, description=7476 description, category=B, price=58.0]
Widget [sequenceId=458, transactionId=9586, description=9586 description, category=C, price=67.0]
Widget [sequenceId=459, transactionId=6323, description=6323 description, category=C, price=63.0]
Widget [sequenceId=460, transactionId=1272, description=1272 description, category=A, price=62.0]
Widget [sequenceId=461, transactionId=6797, description=6797 description, category=C, price=61.0]
Widget [sequenceId=462, transactionId=7677, description=7677 description, category=B, price=90.0]
Widget [sequenceId=463, transactionId=8564, description=8564 description, category=D, price=35.0]
Widget [sequenceId=464, transactionId=7031, description=7031 description, category=B, price=95.0]
Widget [sequenceId=465, transactionId=1186, description=1186 description, category=A, price=90.0]
Widget [sequenceId=466, transactionId=1710, description=1710 description, category=A, price=51.0]
Widget [sequenceId=467, transactionId=4250, description=4250 description, category=C, price=41.0]
Widget [sequenceId=468, transactionId=1742, description=1742 description, category=A, price=33.0]
Widget [sequenceId=469, transactionId=5833, description=5833 description, category=A, price=88.0]
Widget [sequenceId=470, transactionId=9009, description=9009 description, category=A, price=29.0]
Widget [sequenceId=471, transactionId=5602, description=5602 description, category=B, price=41.0]
Widget [sequenceId=472, transactionId=9674, description=9674 description, category=C, price=79.0]
Widget [sequenceId=473, transactionId=3735, description=3735 description, category=B, price=83.0]
Widget [sequenceId=474, transactionId=5825, description=5825 description, category=D, price=98.0]
Widget [sequenceId=475, transactionId=6665, description=6665 description, category=B, price=36.0]
Widget [sequenceId=476, transactionId=4713, description=4713 description, category=B, price=61.0]
Widget [sequenceId=477, transactionId=8972, description=8972 description, category=D, price=29.0]
Widget [sequenceId=478, transactionId=7460, description=7460 description, category=A, price=29.0]
Widget [sequenceId=479, transactionId=5118, description=5118 description, category=B, price=51.0]
Widget [sequenceId=480, transactionId=1881, description=1881 description, category=B, price=81.0]
Widget [sequenceId=481, transactionId=4493, description=4493 description, category=D, price=77.0]
Widget [sequenceId=482, transactionId=9590, description=9590 description, category=C, price=67.0]
Widget [sequenceId=483, transactionId=9487, description=9487 description, category=A, price=26.0]
Widget [sequenceId=484, transactionId=6899, description=6899 description, category=A, price=63.0]
Widget [sequenceId=485, transactionId=4933, description=4933 description, category=D, price=81.0]
Widget [sequenceId=486, transactionId=7773, description=7773 description, category=A, price=90.0]
Widget [sequenceId=487, transactionId=6584, description=6584 description, category=D, price=25.0]
Widget [sequenceId=488, transactionId=6317, description=6317 description, category=A, price=98.0]
Widget [sequenceId=489, transactionId=8905, description=8905 description, category=D, price=39.0]
Widget [sequenceId=490, transactionId=9834, description=9834 description, category=B, price=95.0]
Widget [sequenceId=491, transactionId=5769, description=5769 description, category=A, price=67.0]
Widget [sequenceId=492, transactionId=2598, description=2598 description, category=A, price=95.0]
Widget [sequenceId=493, transactionId=1911, description=1911 description, category=C, price=26.0]
Widget [sequenceId=494, transactionId=8023, description=8023 description, category=B, price=68.0]
Widget [sequenceId=495, transactionId=4742, description=4742 description, category=C, price=28.0]
Widget [sequenceId=496, transactionId=3934, description=3934 description, category=A, price=39.0]
Widget [sequenceId=497, transactionId=4820, description=4820 description, category=C, price=85.0]
Widget [sequenceId=498, transactionId=4460, description=4460 description, category=C, price=53.0]
Widget [sequenceId=499, transactionId=2608, description=2608 description, category=D, price=31.0]
Widget [sequenceId=500, transactionId=4443, description=4443 description, category=D, price=37.0]
Widget [sequenceId=501, transactionId=2936, description=2936 description, category=B, price=50.0]
Widget [sequenceId=502, transactionId=7086, description=7086 description, category=D, price=98.0]
Widget [sequenceId=503, transactionId=1203, description=1203 description, category=C, price=41.0]
Widget [sequenceId=504, transactionId=8960, description=8960 description, category=B, price=46.0]
Widget [sequenceId=505, transactionId=5695, description=5695 description, category=D, price=66.0]
Widget [sequenceId=506, transactionId=4469, description=4469 description, category=B, price=47.0]
Widget [sequenceId=507, transactionId=5360, description=5360 description, category=B, price=51.0]
Widget [sequenceId=508, transactionId=1597, description=1597 description, category=B, price=78.0]
Widget [sequenceId=509, transactionId=5680, description=5680 description, category=C, price=74.0]
Widget [sequenceId=510, transactionId=8389, description=8389 description, category=B, price=99.0]
Widget [sequenceId=511, transactionId=4575, description=4575 description, category=A, price=28.0]
Widget [sequenceId=512, transactionId=4089, description=4089 description, category=C, price=79.0]
Widget [sequenceId=513, transactionId=9237, description=9237 description, category=B, price=81.0]
Widget [sequenceId=514, transactionId=3617, description=3617 description, category=A, price=57.0]
Widget [sequenceId=515, transactionId=4907, description=4907 description, category=B, price=32.0]
Widget [sequenceId=516, transactionId=4817, description=4817 description, category=D, price=52.0]
Widget [sequenceId=517, transactionId=6622, description=6622 description, category=B, price=33.0]
Widget [sequenceId=518, transactionId=7186, description=7186 description, category=D, price=59.0]
Widget [sequenceId=519, transactionId=1736, description=1736 description, category=D, price=79.0]
Widget [sequenceId=520, transactionId=4381, description=4381 description, category=B, price=59.0]
Widget [sequenceId=521, transactionId=8590, description=8590 description, category=C, price=74.0]
Widget [sequenceId=522, transactionId=9155, description=9155 description, category=C, price=47.0]
Widget [sequenceId=523, transactionId=8395, description=8395 description, category=B, price=55.0]
Widget [sequenceId=524, transactionId=2489, description=2489 description, category=D, price=43.0]
Widget [sequenceId=525, transactionId=3912, description=3912 description, category=A, price=96.0]
Widget [sequenceId=526, transactionId=4903, description=4903 description, category=B, price=76.0]
Widget [sequenceId=527, transactionId=3191, description=3191 description, category=C, price=53.0]
Widget [sequenceId=528, transactionId=1519, description=1519 description, category=C, price=44.0]
Widget [sequenceId=529, transactionId=2545, description=2545 description, category=A, price=36.0]
Widget [sequenceId=530, transactionId=9780, description=9780 description, category=B, price=79.0]
Widget [sequenceId=531, transactionId=2961, description=2961 description, category=C, price=51.0]
Widget [sequenceId=532, transactionId=5025, description=5025 description, category=B, price=37.0]
Widget [sequenceId=533, transactionId=2950, description=2950 description, category=D, price=91.0]
Widget [sequenceId=534, transactionId=1495, description=1495 description, category=D, price=60.0]
Widget [sequenceId=535, transactionId=2773, description=2773 description, category=A, price=92.0]
Widget [sequenceId=536, transactionId=9047, description=9047 description, category=C, price=32.0]
Widget [sequenceId=537, transactionId=5665, description=5665 description, category=B, price=58.0]
Widget [sequenceId=538, transactionId=8799, description=8799 description, category=B, price=79.0]
Widget [sequenceId=539, transactionId=7034, description=7034 description, category=D, price=61.0]
Widget [sequenceId=540, transactionId=3632, description=3632 description, category=A, price=59.0]
Widget [sequenceId=541, transactionId=1251, description=1251 description, category=B, price=52.0]
Widget [sequenceId=542, transactionId=6693, description=6693 description, category=C, price=42.0]
Widget [sequenceId=543, transactionId=1934, description=1934 description, category=A, price=80.0]
Widget [sequenceId=544, transactionId=5391, description=5391 description, category=B, price=95.0]
Widget [sequenceId=545, transactionId=5604, description=5604 description, category=A, price=75.0]
Widget [sequenceId=546, transactionId=6683, description=6683 description, category=B, price=91.0]
Widget [sequenceId=547, transactionId=3639, description=3639 description, category=C, price=94.0]
Widget [sequenceId=548, transactionId=6097, description=6097 description, category=C, price=39.0]
Widget [sequenceId=549, transactionId=2985, description=2985 description, category=C, price=55.0]
Widget [sequenceId=550, transactionId=1918, description=1918 description, category=D, price=77.0]
Widget [sequenceId=551, transactionId=9784, description=9784 description, category=A, price=49.0]
Widget [sequenceId=552, transactionId=3944, description=3944 description, category=A, price=69.0]
Widget [sequenceId=553, transactionId=1946, description=1946 description, category=A, price=86.0]
Widget [sequenceId=554, transactionId=9562, description=9562 description, category=A, price=56.0]
Widget [sequenceId=555, transactionId=6232, description=6232 description, category=A, price=40.0]
Widget [sequenceId=556, transactionId=5358, description=5358 description, category=C, price=38.0]
Widget [sequenceId=557, transactionId=4681, description=4681 description, category=B, price=43.0]
Widget [sequenceId=558, transactionId=1570, description=1570 description, category=B, price=26.0]
Widget [sequenceId=559, transactionId=8609, description=8609 description, category=A, price=49.0]
Widget [sequenceId=560, transactionId=5465, description=5465 description, category=B, price=32.0]
Widget [sequenceId=561, transactionId=3489, description=3489 description, category=B, price=59.0]
Widget [sequenceId=562, transactionId=6830, description=6830 description, category=A, price=89.0]
Widget [sequenceId=563, transactionId=9480, description=9480 description, category=A, price=61.0]
Widget [sequenceId=564, transactionId=6689, description=6689 description, category=D, price=38.0]
Widget [sequenceId=565, transactionId=8141, description=8141 description, category=B, price=63.0]
Widget [sequenceId=566, transactionId=1633, description=1633 description, category=A, price=95.0]
Widget [sequenceId=567, transactionId=6343, description=6343 description, category=A, price=93.0]
Widget [sequenceId=568, transactionId=1535, description=1535 description, category=B, price=42.0]
Widget [sequenceId=569, transactionId=9981, description=9981 description, category=D, price=47.0]
Widget [sequenceId=570, transactionId=1942, description=1942 description, category=C, price=45.0]
Widget [sequenceId=571, transactionId=3045, description=3045 description, category=C, price=77.0]
Widget [sequenceId=572, transactionId=7135, description=7135 description, category=C, price=49.0]
Widget [sequenceId=573, transactionId=8928, description=8928 description, category=B, price=55.0]
Widget [sequenceId=574, transactionId=1910, description=1910 description, category=D, price=36.0]
Widget [sequenceId=575, transactionId=1263, description=1263 description, category=D, price=75.0]
Widget [sequenceId=576, transactionId=9942, description=9942 description, category=B, price=99.0]
Widget [sequenceId=577, transactionId=4099, description=4099 description, category=B, price=62.0]
Widget [sequenceId=578, transactionId=2473, description=2473 description, category=D, price=70.0]
Widget [sequenceId=579, transactionId=3205, description=3205 description, category=D, price=86.0]
Widget [sequenceId=580, transactionId=6152, description=6152 description, category=D, price=52.0]
Widget [sequenceId=581, transactionId=1521, description=1521 description, category=A, price=30.0]
Widget [sequenceId=582, transactionId=4658, description=4658 description, category=D, price=75.0]
Widget [sequenceId=583, transactionId=1877, description=1877 description, category=B, price=56.0]
Widget [sequenceId=584, transactionId=6829, description=6829 description, category=B, price=45.0]
Widget [sequenceId=585, transactionId=1905, description=1905 description, category=B, price=63.0]
Widget [sequenceId=586, transactionId=1863, description=1863 description, category=B, price=68.0]
Widget [sequenceId=587, transactionId=6167, description=6167 description, category=D, price=38.0]
Widget [sequenceId=588, transactionId=9787, description=9787 description, category=C, price=59.0]
Widget [sequenceId=589, transactionId=6228, description=6228 description, category=D, price=92.0]
Widget [sequenceId=590, transactionId=5515, description=5515 description, category=B, price=68.0]
Widget [sequenceId=591, transactionId=8163, description=8163 description, category=D, price=60.0]
Widget [sequenceId=592, transactionId=8883, description=8883 description, category=B, price=70.0]
Widget [sequenceId=593, transactionId=7478, description=7478 description, category=A, price=95.0]
Widget [sequenceId=594, transactionId=8839, description=8839 description, category=B, price=93.0]
Widget [sequenceId=595, transactionId=5313, description=5313 description, category=C, price=95.0]
Widget [sequenceId=596, transactionId=1939, description=1939 description, category=C, price=65.0]
Widget [sequenceId=597, transactionId=9785, description=9785 description, category=A, price=49.0]
Widget [sequenceId=598, transactionId=1796, description=1796 description, category=A, price=60.0]
Widget [sequenceId=599, transactionId=5746, description=5746 description, category=C, price=54.0]
Widget [sequenceId=600, transactionId=6720, description=6720 description, category=A, price=29.0]
Widget [sequenceId=601, transactionId=7902, description=7902 description, category=D, price=40.0]
Widget [sequenceId=602, transactionId=6099, description=6099 description, category=D, price=82.0]
Widget [sequenceId=603, transactionId=5494, description=5494 description, category=D, price=41.0]
Widget [sequenceId=604, transactionId=6051, description=6051 description, category=A, price=93.0]
Widget [sequenceId=605, transactionId=2504, description=2504 description, category=D, price=75.0]
Widget [sequenceId=606, transactionId=4683, description=4683 description, category=D, price=53.0]
Widget [sequenceId=607, transactionId=9290, description=9290 description, category=D, price=67.0]
Widget [sequenceId=608, transactionId=1903, description=1903 description, category=B, price=94.0]
Widget [sequenceId=609, transactionId=2368, description=2368 description, category=D, price=84.0]
Widget [sequenceId=610, transactionId=1616, description=1616 description, category=D, price=53.0]
Widget [sequenceId=611, transactionId=4832, description=4832 description, category=B, price=79.0]
Widget [sequenceId=612, transactionId=8978, description=8978 description, category=D, price=46.0]
Widget [sequenceId=613, transactionId=6717, description=6717 description, category=D, price=65.0]
Widget [sequenceId=614, transactionId=8636, description=8636 description, category=A, price=62.0]
Widget [sequenceId=615, transactionId=1216, description=1216 description, category=C, price=39.0]
Widget [sequenceId=616, transactionId=5518, description=5518 description, category=A, price=89.0]
Widget [sequenceId=617, transactionId=4929, description=4929 description, category=D, price=67.0]
Widget [sequenceId=618, transactionId=5988, description=5988 description, category=A, price=70.0]
Widget [sequenceId=619, transactionId=7087, description=7087 description, category=C, price=63.0]
Widget [sequenceId=620, transactionId=1885, description=1885 description, category=D, price=92.0]
Widget [sequenceId=621, transactionId=4299, description=4299 description, category=C, price=29.0]
Widget [sequenceId=622, transactionId=6882, description=6882 description, category=B, price=25.0]
Widget [sequenceId=623, transactionId=1332, description=1332 description, category=A, price=84.0]
Widget [sequenceId=624, transactionId=1033, description=1033 description, category=C, price=44.0]
Widget [sequenceId=625, transactionId=4323, description=4323 description, category=C, price=29.0]
Widget [sequenceId=626, transactionId=5123, description=5123 description, category=D, price=55.0]
Widget [sequenceId=627, transactionId=9381, description=9381 description, category=A, price=51.0]
Widget [sequenceId=628, transactionId=3567, description=3567 description, category=B, price=30.0]
Widget [sequenceId=629, transactionId=3170, description=3170 description, category=B, price=86.0]
Widget [sequenceId=630, transactionId=6109, description=6109 description, category=B, price=98.0]
Widget [sequenceId=631, transactionId=1932, description=1932 description, category=C, price=94.0]
Widget [sequenceId=632, transactionId=2429, description=2429 description, category=A, price=99.0]
Widget [sequenceId=633, transactionId=1503, description=1503 description, category=A, price=79.0]
Widget [sequenceId=634, transactionId=7226, description=7226 description, category=A, price=52.0]
Widget [sequenceId=635, transactionId=5563, description=5563 description, category=A, price=59.0]
Widget [sequenceId=636, transactionId=6136, description=6136 description, category=D, price=96.0]
Widget [sequenceId=637, transactionId=7595, description=7595 description, category=D, price=62.0]
Widget [sequenceId=638, transactionId=5331, description=5331 description, category=A, price=37.0]
Widget [sequenceId=639, transactionId=9654, description=9654 description, category=C, price=28.0]
Widget [sequenceId=640, transactionId=6449, description=6449 description, category=A, price=79.0]
Widget [sequenceId=641, transactionId=4359, description=4359 description, category=D, price=37.0]
Widget [sequenceId=642, transactionId=4571, description=4571 description, category=B, price=83.0]
Widget [sequenceId=643, transactionId=1947, description=1947 description, category=C, price=94.0]
Widget [sequenceId=644, transactionId=4087, description=4087 description, category=A, price=96.0]
Widget [sequenceId=645, transactionId=7607, description=7607 description, category=B, price=58.0]
Widget [sequenceId=646, transactionId=1009, description=1009 description, category=A, price=36.0]
Widget [sequenceId=647, transactionId=7713, description=7713 description, category=A, price=84.0]
Widget [sequenceId=648, transactionId=5364, description=5364 description, category=B, price=77.0]
Widget [sequenceId=649, transactionId=8273, description=8273 description, category=C, price=57.0]
Widget [sequenceId=650, transactionId=5145, description=5145 description, category=A, price=45.0]
Widget [sequenceId=651, transactionId=9137, description=9137 description, category=D, price=81.0]
Widget [sequenceId=652, transactionId=1904, description=1904 description, category=C, price=75.0]
Widget [sequenceId=653, transactionId=1606, description=1606 description, category=B, price=90.0]
Widget [sequenceId=654, transactionId=2294, description=2294 description, category=B, price=38.0]
Widget [sequenceId=655, transactionId=3864, description=3864 description, category=D, price=99.0]
Widget [sequenceId=656, transactionId=5342, description=5342 description, category=D, price=55.0]
Widget [sequenceId=657, transactionId=9299, description=9299 description, category=B, price=71.0]
Widget [sequenceId=658, transactionId=4623, description=4623 description, category=D, price=38.0]
Widget [sequenceId=659, transactionId=3219, description=3219 description, category=B, price=78.0]
Widget [sequenceId=660, transactionId=7338, description=7338 description, category=A, price=100.0]
Widget [sequenceId=661, transactionId=1948, description=1948 description, category=B, price=37.0]
Widget [sequenceId=662, transactionId=7400, description=7400 description, category=B, price=49.0]
Widget [sequenceId=663, transactionId=4949, description=4949 description, category=B, price=89.0]
Widget [sequenceId=664, transactionId=9497, description=9497 description, category=C, price=64.0]
Widget [sequenceId=665, transactionId=8729, description=8729 description, category=A, price=82.0]
Widget [sequenceId=666, transactionId=5861, description=5861 description, category=D, price=81.0]
Widget [sequenceId=667, transactionId=2544, description=2544 description, category=D, price=95.0]
Widget [sequenceId=668, transactionId=1931, description=1931 description, category=D, price=33.0]
Widget [sequenceId=669, transactionId=1623, description=1623 description, category=C, price=39.0]
Widget [sequenceId=670, transactionId=1875, description=1875 description, category=A, price=97.0]
Widget [sequenceId=671, transactionId=2853, description=2853 description, category=C, price=47.0]
Widget [sequenceId=672, transactionId=5645, description=5645 description, category=C, price=54.0]
Widget [sequenceId=673, transactionId=4562, description=4562 description, category=D, price=90.0]
Widget [sequenceId=674, transactionId=4272, description=4272 description, category=B, price=49.0]
Widget [sequenceId=675, transactionId=5109, description=5109 description, category=D, price=47.0]
Widget [sequenceId=676, transactionId=4615, description=4615 description, category=B, price=35.0]
Widget [sequenceId=677, transactionId=5299, description=5299 description, category=B, price=93.0]
Widget [sequenceId=678, transactionId=8663, description=8663 description, category=D, price=32.0]
Widget [sequenceId=679, transactionId=2057, description=2057 description, category=A, price=85.0]
Widget [sequenceId=680, transactionId=2281, description=2281 description, category=A, price=48.0]
Widget [sequenceId=681, transactionId=8334, description=8334 description, category=B, price=46.0]
Widget [sequenceId=682, transactionId=8205, description=8205 description, category=D, price=71.0]
Widget [sequenceId=683, transactionId=2349, description=2349 description, category=A, price=70.0]
Widget [sequenceId=684, transactionId=9602, description=9602 description, category=D, price=100.0]
Widget [sequenceId=685, transactionId=4137, description=4137 description, category=D, price=81.0]
Widget [sequenceId=686, transactionId=7751, description=7751 description, category=A, price=25.0]
Widget [sequenceId=687, transactionId=6810, description=6810 description, category=C, price=89.0]
Widget [sequenceId=688, transactionId=9206, description=9206 description, category=B, price=62.0]
Widget [sequenceId=689, transactionId=6179, description=6179 description, category=B, price=33.0]
Widget [sequenceId=690, transactionId=7062, description=7062 description, category=C, price=46.0]
Widget [sequenceId=691, transactionId=1591, description=1591 description, category=A, price=70.0]
Widget [sequenceId=692, transactionId=8003, description=8003 description, category=A, price=94.0]
Widget [sequenceId=693, transactionId=6192, description=6192 description, category=D, price=81.0]
Widget [sequenceId=694, transactionId=8260, description=8260 description, category=A, price=38.0]
Widget [sequenceId=695, transactionId=1325, description=1325 description, category=D, price=42.0]
Widget [sequenceId=696, transactionId=3100, description=3100 description, category=D, price=80.0]
Widget [sequenceId=697, transactionId=5464, description=5464 description, category=D, price=44.0]
Widget [sequenceId=698, transactionId=1565, description=1565 description, category=B, price=35.0]
Widget [sequenceId=699, transactionId=6018, description=6018 description, category=D, price=71.0]
Widget [sequenceId=700, transactionId=3564, description=3564 description, category=B, price=80.0]
Widget [sequenceId=701, transactionId=8627, description=8627 description, category=B, price=54.0]
Widget [sequenceId=702, transactionId=2552, description=2552 description, category=A, price=61.0]
Widget [sequenceId=703, transactionId=5727, description=5727 description, category=C, price=27.0]
Widget [sequenceId=704, transactionId=5205, description=5205 description, category=C, price=85.0]
Widget [sequenceId=705, transactionId=5559, description=5559 description, category=D, price=38.0]
Widget [sequenceId=706, transactionId=5600, description=5600 description, category=C, price=73.0]
Widget [sequenceId=707, transactionId=8384, description=8384 description, category=A, price=25.0]
Widget [sequenceId=708, transactionId=1384, description=1384 description, category=D, price=31.0]
Widget [sequenceId=709, transactionId=5297, description=5297 description, category=D, price=41.0]
Widget [sequenceId=710, transactionId=6559, description=6559 description, category=B, price=63.0]
Widget [sequenceId=711, transactionId=5124, description=5124 description, category=A, price=79.0]
Widget [sequenceId=712, transactionId=1902, description=1902 description, category=C, price=64.0]
Widget [sequenceId=713, transactionId=1476, description=1476 description, category=B, price=26.0]
Widget [sequenceId=714, transactionId=3501, description=3501 description, category=C, price=75.0]
Widget [sequenceId=715, transactionId=2647, description=2647 description, category=C, price=92.0]
Widget [sequenceId=716, transactionId=4123, description=4123 description, category=A, price=75.0]
Widget [sequenceId=717, transactionId=1936, description=1936 description, category=C, price=51.0]
Widget [sequenceId=718, transactionId=6770, description=6770 description, category=A, price=70.0]
Widget [sequenceId=719, transactionId=4920, description=4920 description, category=A, price=92.0]
Widget [sequenceId=720, transactionId=5168, description=5168 description, category=C, price=81.0]
Widget [sequenceId=721, transactionId=5488, description=5488 description, category=B, price=54.0]
Widget [sequenceId=722, transactionId=1460, description=1460 description, category=D, price=89.0]
Widget [sequenceId=723, transactionId=1915, description=1915 description, category=A, price=93.0]
Widget [sequenceId=724, transactionId=1899, description=1899 description, category=A, price=55.0]
Widget [sequenceId=725, transactionId=2729, description=2729 description, category=B, price=33.0]
Widget [sequenceId=726, transactionId=1768, description=1768 description, category=D, price=25.0]
Widget [sequenceId=727, transactionId=8368, description=8368 description, category=B, price=73.0]
Widget [sequenceId=728, transactionId=1943, description=1943 description, category=C, price=66.0]
Widget [sequenceId=729, transactionId=8453, description=8453 description, category=C, price=76.0]
Widget [sequenceId=730, transactionId=1819, description=1819 description, category=D, price=84.0]
Widget [sequenceId=731, transactionId=7162, description=7162 description, category=B, price=75.0]
Widget [sequenceId=732, transactionId=1078, description=1078 description, category=D, price=42.0]
Widget [sequenceId=733, transactionId=6674, description=6674 description, category=C, price=80.0]
Widget [sequenceId=734, transactionId=1752, description=1752 description, category=C, price=47.0]
